,,,SOC,SEI,Power,T,,delta SEI
9294,36258,13687,34,1.44E-08,0.36842,23,,#VALUE!
9295,36258,13687,34,1.44E-08,0.47368,23,,#VALUE!
9296,36258,13687,34,1.44E-08,0.57895,23,,#VALUE!
9297,36258,13687,34,1.44E-08,0.68421,23,,#VALUE!
9298,36258,13687,34,1.44E-08,0.78947,23,1.4444E-08,4.4005387432E-11
9299,36258,13687,34,1.44E-08,0.89474,23,,#VALUE!
9300,36258,13687,34,1.44E-08,1,23,,#VALUE!
9301,36258,13687,34,1.56E-08,-1,23,,#VALUE!
9302,36258,13687,34,1.56E-08,-0.89474,23,,#VALUE!
9303,36258,13687,34,1.56E-08,-0.78947,23,,#VALUE!
9304,36258,13687,34,1.56E-08,-0.68421,23,,#VALUE!
9305,36258,13687,34,1.56E-08,-0.57895,23,,#VALUE!
9306,36258,13687,34,1.56E-08,-0.47368,23,,#VALUE!
9307,36258,13687,34,1.56E-08,-0.36842,23,,#VALUE!
9308,36258,13687,34,1.56E-08,-0.26316,23,,#VALUE!
9309,36258,13687,34,1.56E-08,-0.15789,23,,#VALUE!
9310,36258,13687,34,1.56E-08,-0.052632,23,,#VALUE!
9311,36258,13687,34,1.56E-08,0.052632,23,,#VALUE!
9312,36258,13687,34,1.56E-08,0.15789,23,,#VALUE!
9313,36258,13687,34,1.56E-08,0.26316,23,,#VALUE!
9314,36258,13687,34,1.56E-08,0.36842,23,,#VALUE!
9315,36258,13687,34,1.56E-08,0.47368,23,,#VALUE!
9316,36258,13687,34,1.56E-08,0.57895,23,,#VALUE!
9317,36258,13687,34,1.56E-08,0.68421,23,,#VALUE!
9318,36258,13687,34,1.56E-08,0.78947,23,,#VALUE!
9319,36258,13687,34,1.56E-08,0.89474,23,,#VALUE!
9320,36258,13687,34,1.56E-08,1,23,,#VALUE!
9321,36258,13687,34,1.67E-08,-1,23,,#VALUE!
9322,36258,13687,34,1.67E-08,-0.89474,23,,#VALUE!
9323,36258,13687,34,1.67E-08,-0.78947,23,,#VALUE!
9324,36258,13687,34,1.67E-08,-0.68421,23,,#VALUE!
9325,36258,13687,34,1.67E-08,-0.57895,23,,#VALUE!
9326,36258,13687,34,1.67E-08,-0.47368,23,,#VALUE!
9327,36258,13687,34,1.67E-08,-0.36842,23,,#VALUE!
9328,36258,13687,34,1.67E-08,-0.26316,23,,#VALUE!
9329,36258,13687,34,1.67E-08,-0.15789,23,,#VALUE!
9330,36258,13687,34,1.67E-08,-0.052632,23,,#VALUE!
9331,36258,13687,34,1.67E-08,0.052632,23,,#VALUE!
9332,36258,13687,34,1.67E-08,0.15789,23,,#VALUE!
9333,36258,13687,34,1.67E-08,0.26316,23,,#VALUE!
9334,36258,13687,34,1.67E-08,0.36842,23,,#VALUE!
9335,36258,13687,34,1.67E-08,0.47368,23,,#VALUE!
9336,36258,13687,34,1.67E-08,0.57895,23,,#VALUE!
9337,36258,13687,34,1.67E-08,0.68421,23,,#VALUE!
9338,36258,13687,34,1.67E-08,0.78947,23,,#VALUE!
9339,36258,13687,34,1.67E-08,0.89474,23,,#VALUE!
9340,36258,13687,34,1.67E-08,1,23,,#VALUE!
9341,36258,13687,34,1.78E-08,-1,23,,#VALUE!
9342,36258,13687,34,1.78E-08,-0.89474,23,,#VALUE!
9343,36258,13687,34,1.78E-08,-0.78947,23,,#VALUE!
9344,36258,13687,34,1.78E-08,-0.68421,23,,#VALUE!
9345,36258,13687,34,1.78E-08,-0.57895,23,,#VALUE!
9346,36258,13687,34,1.78E-08,-0.47368,23,,#VALUE!
9347,36258,13687,34,1.78E-08,-0.36842,23,,#VALUE!
9348,36258,13687,34,1.78E-08,-0.26316,23,,#VALUE!
9349,36258,13687,34,1.78E-08,-0.15789,23,,#VALUE!
9350,36258,13687,34,1.78E-08,-0.052632,23,,#VALUE!
9351,36258,13687,34,1.78E-08,0.052632,23,,#VALUE!
9352,36258,13687,34,1.78E-08,0.15789,23,,#VALUE!
9353,36258,13687,34,1.78E-08,0.26316,23,,#VALUE!
9354,36258,13687,34,1.78E-08,0.36842,23,,#VALUE!
9355,36258,13687,34,1.78E-08,0.47368,23,,#VALUE!
9356,36258,13687,34,1.78E-08,0.57895,23,,#VALUE!
9357,36258,13687,34,1.78E-08,0.68421,23,,#VALUE!
9358,36258,13687,34,1.78E-08,0.78947,23,,#VALUE!
9359,36258,13687,34,1.78E-08,0.89474,23,,#VALUE!
9360,36258,13687,34,1.78E-08,1,23,,#VALUE!
9361,36258,13687,34,1.89E-08,-1,23,,#VALUE!
9362,36258,13687,34,1.89E-08,-0.89474,23,,#VALUE!
9363,36258,13687,34,1.89E-08,-0.78947,23,,#VALUE!
9364,36258,13687,34,1.89E-08,-0.68421,23,,#VALUE!
9365,36258,13687,34,1.89E-08,-0.57895,23,,#VALUE!
9366,36258,13687,34,1.89E-08,-0.47368,23,,#VALUE!
9367,36258,13687,34,1.89E-08,-0.36842,23,,#VALUE!
9368,36258,13687,34,1.89E-08,-0.26316,23,,#VALUE!
9369,36258,13687,34,1.89E-08,-0.15789,23,,#VALUE!
9370,36258,13687,34,1.89E-08,-0.052632,23,,#VALUE!
9371,36258,13687,34,1.89E-08,0.052632,23,,#VALUE!
9372,36258,13687,34,1.89E-08,0.15789,23,,#VALUE!
9373,36258,13687,34,1.89E-08,0.26316,23,,#VALUE!
9374,36258,13687,34,1.89E-08,0.36842,23,,#VALUE!
9375,36258,13687,34,1.89E-08,0.47368,23,,#VALUE!
9376,36258,13687,34,1.89E-08,0.57895,23,,#VALUE!
9377,36258,13687,34,1.89E-08,0.68421,23,,#VALUE!
9378,36258,13687,34,1.89E-08,0.78947,23,,#VALUE!
9379,36258,13687,34,1.89E-08,0.89474,23,,#VALUE!
9380,36258,13687,34,1.89E-08,1,23,,#VALUE!
9381,36258,13687,34,2.00E-08,-1,23,,#VALUE!
9382,36258,13687,34,2.00E-08,-0.89474,23,,#VALUE!
9383,36258,13687,34,2.00E-08,-0.78947,23,,#VALUE!
9384,36258,13687,34,2.00E-08,-0.68421,23,,#VALUE!
9385,36258,13687,34,2.00E-08,-0.57895,23,,#VALUE!
9386,36258,13687,34,2.00E-08,-0.47368,23,,#VALUE!
9387,36258,13687,34,2.00E-08,-0.36842,23,,#VALUE!
9388,36258,13687,34,2.00E-08,-0.26316,23,,#VALUE!
9389,36258,13687,34,2.00E-08,-0.15789,23,,#VALUE!
9390,36258,13687,34,2.00E-08,-0.052632,23,,#VALUE!
9391,36258,13687,34,2.00E-08,0.052632,23,,#VALUE!
9392,36258,13687,34,2.00E-08,0.15789,23,,#VALUE!
9393,36258,13687,34,2.00E-08,0.26316,23,,#VALUE!
9394,36258,13687,34,2.00E-08,0.36842,23,,#VALUE!
9395,36258,13687,34,2.00E-08,0.47368,23,,#VALUE!
9396,36258,13687,34,2.00E-08,0.57895,23,,#VALUE!
9397,36258,13687,34,2.00E-08,0.68421,23,,#VALUE!
9398,36258,13687,34,2.00E-08,0.78947,23,,#VALUE!
9399,36258,13687,34,2.00E-08,0.89474,23,,#VALUE!
9400,36258,13687,34,2.00E-08,1,23,,#VALUE!
9401,36518,13436,33,1.00E-08,-1,23,,#VALUE!
9402,36518,13436,33,1.00E-08,-0.89474,23,,#VALUE!
9403,36518,13436,33,1.00E-08,-0.78947,23,,#VALUE!
9404,36518,13436,33,1.00E-08,-0.68421,23,,#VALUE!
9405,36518,13436,33,1.00E-08,-0.57895,23,,#VALUE!
9406,36518,13436,33,1.00E-08,-0.47368,23,,#VALUE!
9407,36518,13436,33,1.00E-08,-0.36842,23,,#VALUE!
9408,36518,13436,33,1.00E-08,-0.26316,23,,#VALUE!
9409,36518,13436,33,1.00E-08,-0.15789,23,,#VALUE!
9410,36518,13436,33,1.00E-08,-0.052632,23,,#VALUE!
9411,36518,13436,33,1.00E-08,0.052632,23,,#VALUE!
9412,36518,13436,33,1.00E-08,0.15789,23,,#VALUE!
9413,36518,13436,33,1.00E-08,0.26316,23,,#VALUE!
9414,36518,13436,33,1.00E-08,0.36842,23,,#VALUE!
9415,36518,13436,33,1.00E-08,0.47368,23,,#VALUE!
9416,36518,13436,33,1.00E-08,0.57895,23,,#VALUE!
9417,36518,13436,33,1.00E-08,0.68421,23,,#VALUE!
9418,36518,13436,33,1.00E-08,0.78947,23,,#VALUE!
9419,36518,13436,33,1.00E-08,0.89474,23,,#VALUE!
9420,36518,13436,33,1.00E-08,1,23,,#VALUE!
9421,36518,13436,33,1.11E-08,-1,23,,#VALUE!
9422,36518,13436,33,1.11E-08,-0.89474,23,,#VALUE!
9423,36518,13436,33,1.11E-08,-0.78947,23,,#VALUE!
9424,36518,13436,33,1.11E-08,-0.68421,23,,#VALUE!
9425,36518,13436,33,1.11E-08,-0.57895,23,,#VALUE!
9426,36518,13436,33,1.11E-08,-0.47368,23,,#VALUE!
9427,36518,13436,33,1.11E-08,-0.36842,23,,#VALUE!
9428,36518,13436,33,1.11E-08,-0.26316,23,,#VALUE!
9429,36518,13436,33,1.11E-08,-0.15789,23,,#VALUE!
9430,36518,13436,33,1.11E-08,-0.052632,23,,#VALUE!
9431,36518,13436,33,1.11E-08,0.052632,23,,#VALUE!
9432,36518,13436,33,1.11E-08,0.15789,23,,#VALUE!
9433,36518,13436,33,1.11E-08,0.26316,23,,#VALUE!
9434,36518,13436,33,1.11E-08,0.36842,23,,#VALUE!
9435,36518,13436,33,1.11E-08,0.47368,23,,#VALUE!
9436,36518,13436,33,1.11E-08,0.57895,23,,#VALUE!
9437,36518,13436,33,1.11E-08,0.68421,23,,#VALUE!
9438,36518,13436,33,1.11E-08,0.78947,23,,#VALUE!
9439,36518,13436,33,1.11E-08,0.89474,23,,#VALUE!
9440,36518,13436,33,1.11E-08,1,23,,#VALUE!
9441,36518,13436,33,1.22E-08,-1,23,,#VALUE!
9442,36518,13436,33,1.22E-08,-0.89474,23,,#VALUE!
9443,36518,13436,33,1.22E-08,-0.78947,23,,#VALUE!
9444,36518,13436,33,1.22E-08,-0.68421,23,,#VALUE!
9445,36518,13436,33,1.22E-08,-0.57895,23,,#VALUE!
9446,36518,13436,33,1.22E-08,-0.47368,23,,#VALUE!
9447,36518,13436,33,1.22E-08,-0.36842,23,,#VALUE!
9448,36518,13436,33,1.22E-08,-0.26316,23,,#VALUE!
9449,36518,13436,33,1.22E-08,-0.15789,23,,#VALUE!
9450,36518,13436,33,1.22E-08,-0.052632,23,,#VALUE!
9451,36518,13436,33,1.22E-08,0.052632,23,,#VALUE!
9452,36518,13436,33,1.22E-08,0.15789,23,,#VALUE!
9453,36518,13436,33,1.22E-08,0.26316,23,,#VALUE!
9454,36518,13436,33,1.22E-08,0.36842,23,,#VALUE!
9455,36518,13436,33,1.22E-08,0.47368,23,,#VALUE!
9456,36518,13436,33,1.22E-08,0.57895,23,,#VALUE!
9457,36518,13436,33,1.22E-08,0.68421,23,,#VALUE!
9458,36518,13436,33,1.22E-08,0.78947,23,,#VALUE!
9459,36518,13436,33,1.22E-08,0.89474,23,,#VALUE!
9460,36518,13436,33,1.22E-08,1,23,,#VALUE!
9461,36518,13436,33,1.33E-08,-1,23,,#VALUE!
9462,36518,13436,33,1.33E-08,-0.89474,23,,#VALUE!
9463,36518,13436,33,1.33E-08,-0.78947,23,,#VALUE!
9464,36518,13436,33,1.33E-08,-0.68421,23,,#VALUE!
9465,36518,13436,33,1.33E-08,-0.57895,23,,#VALUE!
9466,36518,13436,33,1.33E-08,-0.47368,23,,#VALUE!
9467,36518,13436,33,1.33E-08,-0.36842,23,,#VALUE!
9468,36518,13436,33,1.33E-08,-0.26316,23,,#VALUE!
9469,36518,13436,33,1.33E-08,-0.15789,23,,#VALUE!
9470,36518,13436,33,1.33E-08,-0.052632,23,,#VALUE!
9471,36518,13436,33,1.33E-08,0.052632,23,,#VALUE!
9472,36518,13436,33,1.33E-08,0.15789,23,,#VALUE!
9473,36518,13436,33,1.33E-08,0.26316,23,,#VALUE!
9474,36518,13436,33,1.33E-08,0.36842,23,,#VALUE!
9475,36518,13436,33,1.33E-08,0.47368,23,,#VALUE!
9476,36518,13436,33,1.33E-08,0.57895,23,,#VALUE!
9477,36518,13436,33,1.33E-08,0.68421,23,,#VALUE!
9478,36518,13436,33,1.33E-08,0.78947,23,,#VALUE!
9479,36518,13436,33,1.33E-08,0.89474,23,,#VALUE!
9480,36518,13436,33,1.33E-08,1,23,,#VALUE!
9481,36518,13436,33,1.44E-08,-1,23,,#VALUE!
9482,36518,13436,33,1.44E-08,-0.89474,23,,#VALUE!
9483,36518,13436,33,1.44E-08,-0.78947,23,,#VALUE!
9484,36518,13436,33,1.44E-08,-0.68421,23,,#VALUE!
9485,36518,13436,33,1.44E-08,-0.57895,23,,#VALUE!
9486,36518,13436,33,1.44E-08,-0.47368,23,,#VALUE!
9487,36518,13436,33,1.44E-08,-0.36842,23,,#VALUE!
9488,36518,13436,33,1.44E-08,-0.26316,23,,#VALUE!
9489,36518,13436,33,1.44E-08,-0.15789,23,,#VALUE!
9490,36518,13436,33,1.44E-08,-0.052632,23,,#VALUE!
9491,36518,13436,33,1.44E-08,0.052632,23,,#VALUE!
9492,36518,13436,33,1.44E-08,0.15789,23,,#VALUE!
9493,36518,13436,33,1.44E-08,0.26316,23,,#VALUE!
9494,36518,13436,33,1.44E-08,0.36842,23,,#VALUE!
9495,36518,13436,33,1.44E-08,0.47368,23,,#VALUE!
9496,36518,13436,33,1.44E-08,0.57895,23,,#VALUE!
9497,36518,13436,33,1.44E-08,0.68421,23,,#VALUE!
9498,36518,13436,33,1.44E-08,0.78947,23,,#VALUE!
9499,36518,13436,33,1.44E-08,0.89474,23,,#VALUE!
9500,36518,13436,33,1.44E-08,1,23,,#VALUE!
9501,36518,13436,33,1.56E-08,-1,23,,#VALUE!
9502,36518,13436,33,1.56E-08,-0.89474,23,,#VALUE!
9503,36518,13436,33,1.56E-08,-0.78947,23,,#VALUE!
9504,36518,13436,33,1.56E-08,-0.68421,23,,#VALUE!
9505,36518,13436,33,1.56E-08,-0.57895,23,,#VALUE!
9506,36518,13436,33,1.56E-08,-0.47368,23,,#VALUE!
9507,36518,13436,33,1.56E-08,-0.36842,23,,#VALUE!
9508,36518,13436,33,1.56E-08,-0.26316,23,,#VALUE!
9509,36518,13436,33,1.56E-08,-0.15789,23,,#VALUE!
9510,36518,13436,33,1.56E-08,-0.052632,23,,#VALUE!
9511,36518,13436,33,1.56E-08,0.052632,23,,#VALUE!
9512,36518,13436,33,1.56E-08,0.15789,23,,#VALUE!
9513,36518,13436,33,1.56E-08,0.26316,23,,#VALUE!
9514,36518,13436,33,1.56E-08,0.36842,23,,#VALUE!
9515,36518,13436,33,1.56E-08,0.47368,23,,#VALUE!
9516,36518,13436,33,1.56E-08,0.57895,23,,#VALUE!
9517,36518,13436,33,1.56E-08,0.68421,23,,#VALUE!
9518,36518,13436,33,1.56E-08,0.78947,23,,#VALUE!
9519,36518,13436,33,1.56E-08,0.89474,23,,#VALUE!
9520,36518,13436,33,1.56E-08,1,23,,#VALUE!
9521,36518,13436,33,1.67E-08,-1,23,,#VALUE!
9522,36518,13436,33,1.67E-08,-0.89474,23,,#VALUE!
9523,36518,13436,33,1.67E-08,-0.78947,23,,#VALUE!
9524,36518,13436,33,1.67E-08,-0.68421,23,,#VALUE!
9525,36518,13436,33,1.67E-08,-0.57895,23,,#VALUE!
9526,36518,13436,33,1.67E-08,-0.47368,23,,#VALUE!
9527,36518,13436,33,1.67E-08,-0.36842,23,,#VALUE!
9528,36518,13436,33,1.67E-08,-0.26316,23,,#VALUE!
9529,36518,13436,33,1.67E-08,-0.15789,23,,#VALUE!
9530,36518,13436,33,1.67E-08,-0.052632,23,,#VALUE!
9531,36518,13436,33,1.67E-08,0.052632,23,,#VALUE!
9532,36518,13436,33,1.67E-08,0.15789,23,,#VALUE!
9533,36518,13436,33,1.67E-08,0.26316,23,,#VALUE!
9534,36518,13436,33,1.67E-08,0.36842,23,,#VALUE!
9535,36518,13436,33,1.67E-08,0.47368,23,,#VALUE!
9536,36518,13436,33,1.67E-08,0.57895,23,,#VALUE!
9537,36518,13436,33,1.67E-08,0.68421,23,,#VALUE!
9538,36518,13436,33,1.67E-08,0.78947,23,,#VALUE!
9539,36518,13436,33,1.67E-08,0.89474,23,,#VALUE!
9540,36518,13436,33,1.67E-08,1,23,,#VALUE!
9541,36518,13436,33,1.78E-08,-1,23,,#VALUE!
9542,36518,13436,33,1.78E-08,-0.89474,23,,#VALUE!
9543,36518,13436,33,1.78E-08,-0.78947,23,,#VALUE!
9544,36518,13436,33,1.78E-08,-0.68421,23,,#VALUE!
9545,36518,13436,33,1.78E-08,-0.57895,23,,#VALUE!
9546,36518,13436,33,1.78E-08,-0.47368,23,,#VALUE!
9547,36518,13436,33,1.78E-08,-0.36842,23,,#VALUE!
9548,36518,13436,33,1.78E-08,-0.26316,23,,#VALUE!
9549,36518,13436,33,1.78E-08,-0.15789,23,,#VALUE!
9550,36518,13436,33,1.78E-08,-0.052632,23,,#VALUE!
9551,36518,13436,33,1.78E-08,0.052632,23,,#VALUE!
9552,36518,13436,33,1.78E-08,0.15789,23,,#VALUE!
9553,36518,13436,33,1.78E-08,0.26316,23,,#VALUE!
9554,36518,13436,33,1.78E-08,0.36842,23,,#VALUE!
9555,36518,13436,33,1.78E-08,0.47368,23,,#VALUE!
9556,36518,13436,33,1.78E-08,0.57895,23,,#VALUE!
9557,36518,13436,33,1.78E-08,0.68421,23,,#VALUE!
9558,36518,13436,33,1.78E-08,0.78947,23,,#VALUE!
9559,36518,13436,33,1.78E-08,0.89474,23,,#VALUE!
9560,36518,13436,33,1.78E-08,1,23,,#VALUE!
9561,36518,13436,33,1.89E-08,-1,23,,#VALUE!
9562,36518,13436,33,1.89E-08,-0.89474,23,,#VALUE!
9563,36518,13436,33,1.89E-08,-0.78947,23,,#VALUE!
9564,36518,13436,33,1.89E-08,-0.68421,23,,#VALUE!
9565,36518,13436,33,1.89E-08,-0.57895,23,,#VALUE!
9566,36518,13436,33,1.89E-08,-0.47368,23,,#VALUE!
9567,36518,13436,33,1.89E-08,-0.36842,23,,#VALUE!
9568,36518,13436,33,1.89E-08,-0.26316,23,,#VALUE!
9569,36518,13436,33,1.89E-08,-0.15789,23,,#VALUE!
9570,36518,13436,33,1.89E-08,-0.052632,23,,#VALUE!
9571,36518,13436,33,1.89E-08,0.052632,23,,#VALUE!
9572,36518,13436,33,1.89E-08,0.15789,23,,#VALUE!
9573,36518,13436,33,1.89E-08,0.26316,23,,#VALUE!
9574,36518,13436,33,1.89E-08,0.36842,23,,#VALUE!
9575,36518,13436,33,1.89E-08,0.47368,23,,#VALUE!
9576,36518,13436,33,1.89E-08,0.57895,23,,#VALUE!
9577,36518,13436,33,1.89E-08,0.68421,23,,#VALUE!
9578,36518,13436,33,1.89E-08,0.78947,23,,#VALUE!
9579,36518,13436,33,1.89E-08,0.89474,23,,#VALUE!
9580,36518,13436,33,1.89E-08,1,23,,#VALUE!
9581,36518,13436,33,2.00E-08,-1,23,,#VALUE!
9582,36518,13436,33,2.00E-08,-0.89474,23,,#VALUE!
9583,36518,13436,33,2.00E-08,-0.78947,23,,#VALUE!
9584,36518,13436,33,2.00E-08,-0.68421,23,,#VALUE!
9585,36518,13436,33,2.00E-08,-0.57895,23,,#VALUE!
9586,36518,13436,33,2.00E-08,-0.47368,23,,#VALUE!
9587,36518,13436,33,2.00E-08,-0.36842,23,,#VALUE!
9588,36518,13436,33,2.00E-08,-0.26316,23,,#VALUE!
9589,36518,13436,33,2.00E-08,-0.15789,23,,#VALUE!
9590,36518,13436,33,2.00E-08,-0.052632,23,,#VALUE!
9591,36518,13436,33,2.00E-08,0.052632,23,,#VALUE!
9592,36518,13436,33,2.00E-08,0.15789,23,,#VALUE!
9593,36518,13436,33,2.00E-08,0.26316,23,,#VALUE!
9594,36518,13436,33,2.00E-08,0.36842,23,,#VALUE!
9595,36518,13436,33,2.00E-08,0.47368,23,,#VALUE!
9596,36518,13436,33,2.00E-08,0.57895,23,,#VALUE!
9597,36518,13436,33,2.00E-08,0.68421,23,,#VALUE!
9598,36518,13436,33,2.00E-08,0.78947,23,,#VALUE!
9599,36518,13436,33,2.00E-08,0.89474,23,,#VALUE!
9600,36518,13436,33,2.00E-08,1,23,,#VALUE!
9601,36779,13185,32,1.00E-08,-1,23,,#VALUE!
9602,36779,13185,32,1.00E-08,-0.89474,23,,#VALUE!
9603,36779,13185,32,1.00E-08,-0.78947,23,,#VALUE!
9604,36779,13185,32,1.00E-08,-0.68421,23,,#VALUE!
9605,36779,13185,32,1.00E-08,-0.57895,23,,#VALUE!
9606,36779,13185,32,1.00E-08,-0.47368,23,,#VALUE!
9607,36779,13185,32,1.00E-08,-0.36842,23,,#VALUE!
9608,36779,13185,32,1.00E-08,-0.26316,23,,#VALUE!
9609,36779,13185,32,1.00E-08,-0.15789,23,,#VALUE!
9610,36779,13185,32,1.00E-08,-0.052632,23,,#VALUE!
9611,36779,13185,32,1.00E-08,0.052632,23,,#VALUE!
9612,36779,13185,32,1.00E-08,0.15789,23,,#VALUE!
9613,36779,13185,32,1.00E-08,0.26316,23,,#VALUE!
9614,36779,13185,32,1.00E-08,0.36842,23,,#VALUE!
9615,36779,13185,32,1.00E-08,0.47368,23,,#VALUE!
9616,36779,13185,32,1.00E-08,0.57895,23,,#VALUE!
9617,36779,13185,32,1.00E-08,0.68421,23,,#VALUE!
9618,36779,13185,32,1.00E-08,0.78947,23,,#VALUE!
9619,36779,13185,32,1.00E-08,0.89474,23,,#VALUE!
9620,36779,13185,32,1.00E-08,1,23,,#VALUE!
9621,36779,13185,32,1.11E-08,-1,23,,#VALUE!
9622,36779,13185,32,1.11E-08,-0.89474,23,,#VALUE!
9623,36779,13185,32,1.11E-08,-0.78947,23,,#VALUE!
9624,36779,13185,32,1.11E-08,-0.68421,23,,#VALUE!
9625,36779,13185,32,1.11E-08,-0.57895,23,,#VALUE!
9626,36779,13185,32,1.11E-08,-0.47368,23,,#VALUE!
9627,36779,13185,32,1.11E-08,-0.36842,23,,#VALUE!
9628,36779,13185,32,1.11E-08,-0.26316,23,,#VALUE!
9629,36779,13185,32,1.11E-08,-0.15789,23,,#VALUE!
9630,36779,13185,32,1.11E-08,-0.052632,23,,#VALUE!
9631,36779,13185,32,1.11E-08,0.052632,23,,#VALUE!
9632,36779,13185,32,1.11E-08,0.15789,23,,#VALUE!
9633,36779,13185,32,1.11E-08,0.26316,23,,#VALUE!
9634,36779,13185,32,1.11E-08,0.36842,23,,#VALUE!
9635,36779,13185,32,1.11E-08,0.47368,23,,#VALUE!
9636,36779,13185,32,1.11E-08,0.57895,23,,#VALUE!
9637,36779,13185,32,1.11E-08,0.68421,23,,#VALUE!
9638,36779,13185,32,1.11E-08,0.78947,23,,#VALUE!
9639,36779,13185,32,1.11E-08,0.89474,23,,#VALUE!
9640,36779,13185,32,1.11E-08,1,23,,#VALUE!
9641,36779,13185,32,1.22E-08,-1,23,,#VALUE!
9642,36779,13185,32,1.22E-08,-0.89474,23,,#VALUE!
9643,36779,13185,32,1.22E-08,-0.78947,23,,#VALUE!
9644,36779,13185,32,1.22E-08,-0.68421,23,,#VALUE!
9645,36779,13185,32,1.22E-08,-0.57895,23,,#VALUE!
9646,36779,13185,32,1.22E-08,-0.47368,23,,#VALUE!
9647,36779,13185,32,1.22E-08,-0.36842,23,,#VALUE!
9648,36779,13185,32,1.22E-08,-0.26316,23,,#VALUE!
9649,36779,13185,32,1.22E-08,-0.15789,23,,#VALUE!
9650,36779,13185,32,1.22E-08,-0.052632,23,,#VALUE!
9651,36779,13185,32,1.22E-08,0.052632,23,,#VALUE!
9652,36779,13185,32,1.22E-08,0.15789,23,,#VALUE!
9653,36779,13185,32,1.22E-08,0.26316,23,,#VALUE!
9654,36779,13185,32,1.22E-08,0.36842,23,,#VALUE!
9655,36779,13185,32,1.22E-08,0.47368,23,,#VALUE!
9656,36779,13185,32,1.22E-08,0.57895,23,,#VALUE!
9657,36779,13185,32,1.22E-08,0.68421,23,,#VALUE!
9658,36779,13185,32,1.22E-08,0.78947,23,,#VALUE!
9659,36779,13185,32,1.22E-08,0.89474,23,,#VALUE!
9660,36779,13185,32,1.22E-08,1,23,,#VALUE!
9661,36779,13185,32,1.33E-08,-1,23,,#VALUE!
9662,36779,13185,32,1.33E-08,-0.89474,23,,#VALUE!
9663,36779,13185,32,1.33E-08,-0.78947,23,,#VALUE!
9664,36779,13185,32,1.33E-08,-0.68421,23,,#VALUE!
9665,36779,13185,32,1.33E-08,-0.57895,23,,#VALUE!
9666,36779,13185,32,1.33E-08,-0.47368,23,,#VALUE!
9667,36779,13185,32,1.33E-08,-0.36842,23,,#VALUE!
9668,36779,13185,32,1.33E-08,-0.26316,23,,#VALUE!
9669,36779,13185,32,1.33E-08,-0.15789,23,,#VALUE!
9670,36779,13185,32,1.33E-08,-0.052632,23,,#VALUE!
9671,36779,13185,32,1.33E-08,0.052632,23,,#VALUE!
9672,36779,13185,32,1.33E-08,0.15789,23,,#VALUE!
9673,36779,13185,32,1.33E-08,0.26316,23,,#VALUE!
9674,36779,13185,32,1.33E-08,0.36842,23,,#VALUE!
9675,36779,13185,32,1.33E-08,0.47368,23,,#VALUE!
9676,36779,13185,32,1.33E-08,0.57895,23,,#VALUE!
9677,36779,13185,32,1.33E-08,0.68421,23,,#VALUE!
9678,36779,13185,32,1.33E-08,0.78947,23,,#VALUE!
9679,36779,13185,32,1.33E-08,0.89474,23,,#VALUE!
9680,36779,13185,32,1.33E-08,1,23,,#VALUE!
9681,36779,13185,32,1.44E-08,-1,23,,#VALUE!
9682,36779,13185,32,1.44E-08,-0.89474,23,,#VALUE!
9683,36779,13185,32,1.44E-08,-0.78947,23,,#VALUE!
9684,36779,13185,32,1.44E-08,-0.68421,23,,#VALUE!
9685,36779,13185,32,1.44E-08,-0.57895,23,,#VALUE!
9686,36779,13185,32,1.44E-08,-0.47368,23,,#VALUE!
9687,36779,13185,32,1.44E-08,-0.36842,23,,#VALUE!
9688,36779,13185,32,1.44E-08,-0.26316,23,,#VALUE!
9689,36779,13185,32,1.44E-08,-0.15789,23,,#VALUE!
9690,36779,13185,32,1.44E-08,-0.052632,23,,#VALUE!
9691,36779,13185,32,1.44E-08,0.052632,23,,#VALUE!
9692,36779,13185,32,1.44E-08,0.15789,23,,#VALUE!
9693,36779,13185,32,1.44E-08,0.26316,23,,#VALUE!
9694,36779,13185,32,1.44E-08,0.36842,23,,#VALUE!
9695,36779,13185,32,1.44E-08,0.47368,23,,#VALUE!
9696,36779,13185,32,1.44E-08,0.57895,23,,#VALUE!
9697,36779,13185,32,1.44E-08,0.68421,23,,#VALUE!
9698,36779,13185,32,1.44E-08,0.78947,23,,#VALUE!
9699,36779,13185,32,1.44E-08,0.89474,23,,#VALUE!
9700,36779,13185,32,1.44E-08,1,23,,#VALUE!
9701,36779,13185,32,1.56E-08,-1,23,,#VALUE!
9702,36779,13185,32,1.56E-08,-0.89474,23,,#VALUE!
9703,36779,13185,32,1.56E-08,-0.78947,23,,#VALUE!
9704,36779,13185,32,1.56E-08,-0.68421,23,,#VALUE!
9705,36779,13185,32,1.56E-08,-0.57895,23,,#VALUE!
9706,36779,13185,32,1.56E-08,-0.47368,23,,#VALUE!
9707,36779,13185,32,1.56E-08,-0.36842,23,,#VALUE!
9708,36779,13185,32,1.56E-08,-0.26316,23,,#VALUE!
9709,36779,13185,32,1.56E-08,-0.15789,23,,#VALUE!
9710,36779,13185,32,1.56E-08,-0.052632,23,,#VALUE!
9711,36779,13185,32,1.56E-08,0.052632,23,,#VALUE!
9712,36779,13185,32,1.56E-08,0.15789,23,,#VALUE!
9713,36779,13185,32,1.56E-08,0.26316,23,,#VALUE!
